participant_id,file_id,annotation_id,frame_start,frame_end,activity,chunk_id
1,vp1/run1b_2018-05-29-14-02-47.ids_2,18,7919,8009,working_on_laptop,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,18,8009,8019,working_on_laptop,3
1,vp1/run1b_2018-05-29-14-02-47.ids_2,19,8019,8066,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,8068,8158,interacting_with_phone,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,8158,8248,interacting_with_phone,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,8248,8338,interacting_with_phone,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,8338,8427,interacting_with_phone,3
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,8427,8517,interacting_with_phone,4
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,8517,8606,interacting_with_phone,5
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,8606,8697,interacting_with_phone,6
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,8697,8785,interacting_with_phone,7
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,8785,8877,interacting_with_phone,8
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,8877,8967,interacting_with_phone,9
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,8967,9058,interacting_with_phone,10
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,9058,9147,interacting_with_phone,11
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,9147,9237,interacting_with_phone,12
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,9237,9326,interacting_with_phone,13
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,9326,9416,interacting_with_phone,14
1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,9416,9446,interacting_with_phone,15
1,vp1/run1b_2018-05-29-14-02-47.ids_2,21,9446,9537,working_on_laptop,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,21,9537,9547,working_on_laptop,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,22,9547,9623,closing_laptop,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,23,9664,9716,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,24,9716,9807,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,24,9807,9896,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,24,9896,9931,placing_an_object,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,25,9931,9984,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,27,10251,10332,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,28,10332,10386,unfastening_seat_belt,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,29,10386,10479,putting_on_jacket,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,29,10479,10568,putting_on_jacket,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,29,10568,10657,putting_on_jacket,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,29,10657,10745,putting_on_jacket,3
1,vp1/run1b_2018-05-29-14-02-47.ids_2,29,10745,10836,putting_on_jacket,4
1,vp1/run1b_2018-05-29-14-02-47.ids_2,29,10836,10850,putting_on_jacket,5
1,vp1/run1b_2018-05-29-14-02-47.ids_2,30,10851,10942,fastening_seat_belt,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,30,10942,10972,fastening_seat_belt,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,31,10972,11043,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,32,11492,11582,sitting_still,5
1,vp1/run1b_2018-05-29-14-02-47.ids_2,33,11936,11998,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,34,11998,12087,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,35,12088,12123,opening_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,36,12124,12214,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,36,12214,12302,using_multimedia_display,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,36,12302,12356,using_multimedia_display,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,37,12356,12415,opening_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,38,12415,12502,drinking,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,38,12502,12590,drinking,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,38,12590,12598,drinking,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,39,12598,12689,closing_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,39,12689,12774,closing_bottle,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,40,12774,12858,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,42,13009,13092,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,44,13928,13985,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,45,13985,14030,looking_or_moving_around (e.g. searching),0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,46,14030,14076,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,47,14076,14166,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,47,14612,14701,sitting_still,6
1,vp1/run1b_2018-05-29-14-02-47.ids_2,47,14701,14791,sitting_still,7
1,vp1/run1b_2018-05-29-14-02-47.ids_2,48,14818,14908,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,48,14908,14914,fetching_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,49,14914,15003,preparing_food,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,49,15003,15092,preparing_food,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,49,15092,15113,preparing_food,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,50,15113,15202,eating,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,50,15202,15293,eating,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,50,15293,15383,eating,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,50,15383,15473,eating,3
1,vp1/run1b_2018-05-29-14-02-47.ids_2,50,15473,15564,eating,4
1,vp1/run1b_2018-05-29-14-02-47.ids_2,50,15564,15650,eating,5
1,vp1/run1b_2018-05-29-14-02-47.ids_2,50,15650,15741,eating,6
1,vp1/run1b_2018-05-29-14-02-47.ids_2,50,15741,15829,eating,7
1,vp1/run1b_2018-05-29-14-02-47.ids_2,50,15829,15919,eating,8
1,vp1/run1b_2018-05-29-14-02-47.ids_2,50,15919,16008,eating,9
1,vp1/run1b_2018-05-29-14-02-47.ids_2,50,16008,16085,eating,10
1,vp1/run1b_2018-05-29-14-02-47.ids_2,51,16085,16176,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,51,16176,16264,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,51,16264,16319,placing_an_object,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,52,16319,16409,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,53,16483,16571,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,54,16571,16661,opening_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,54,16661,16673,opening_bottle,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,55,16673,16763,drinking,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,55,16763,16852,drinking,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,55,16852,16929,drinking,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,56,16929,17018,closing_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,56,17018,17058,closing_bottle,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,57,17058,17146,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,59,17575,17638,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,63,17918,18005,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,63,18005,18077,fetching_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,64,18151,18216,taking_off_sunglasses,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,65,18263,18319,putting_on_sunglasses,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,66,18459,18482,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,67,18482,18549,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,68,18549,18639,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,68,18639,18729,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,68,19086,19132,sitting_still,6
1,vp1/run1b_2018-05-29-14-02-47.ids_2,69,19973,20032,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,71,20072,20149,looking_or_moving_around (e.g. searching),0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,72,20149,20236,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,72,20236,20275,fetching_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,20275,20363,reading_newspaper,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,20363,20451,reading_newspaper,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,20451,20541,reading_newspaper,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,20541,20631,reading_newspaper,3
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,20631,20722,reading_newspaper,4
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,20722,20807,reading_newspaper,5
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,20807,20897,reading_newspaper,6
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,20897,20985,reading_newspaper,7
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,20985,21075,reading_newspaper,8
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,21075,21165,reading_newspaper,9
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,21165,21257,reading_newspaper,10
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,21257,21348,reading_newspaper,11
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,21348,21438,reading_newspaper,12
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,21438,21527,reading_newspaper,13
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,21527,21618,reading_newspaper,14
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,21618,21709,reading_newspaper,15
1,vp1/run1b_2018-05-29-14-02-47.ids_2,73,21709,21793,reading_newspaper,16
1,vp1/run1b_2018-05-29-14-02-47.ids_2,74,21793,21859,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,75,21859,21925,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,76,21925,22012,writing,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,76,22012,22101,writing,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,76,22101,22192,writing,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,76,22192,22282,writing,3
1,vp1/run1b_2018-05-29-14-02-47.ids_2,76,22282,22370,writing,4
1,vp1/run1b_2018-05-29-14-02-47.ids_2,76,22370,22423,writing,5
1,vp1/run1b_2018-05-29-14-02-47.ids_2,77,22423,22512,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,77,22512,22573,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,78,22573,22627,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,79,22627,22715,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,79,23070,23159,sitting_still,5
1,vp1/run1b_2018-05-29-14-02-47.ids_2,79,23339,23426,sitting_still,8
1,vp1/run1b_2018-05-29-14-02-47.ids_2,80,23658,23746,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,80,23746,23802,fetching_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,81,23955,24012,putting_on_sunglasses,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,82,24012,24060,taking_off_sunglasses,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,83,24060,24096,putting_on_sunglasses,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,84,24355,24403,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,85,24403,24441,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,86,24615,24704,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,86,24795,24850,sitting_still,4
1,vp1/run1b_2018-05-29-14-02-47.ids_2,87,24850,24938,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,87,24938,24974,fetching_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,88,24974,25062,interacting_with_phone,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,88,25062,25069,interacting_with_phone,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,89,25071,25161,talking_on_phone,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,89,25161,25249,talking_on_phone,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,89,25249,25337,talking_on_phone,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,89,25337,25426,talking_on_phone,3
1,vp1/run1b_2018-05-29-14-02-47.ids_2,89,25426,25516,talking_on_phone,4
1,vp1/run1b_2018-05-29-14-02-47.ids_2,90,25517,25607,talking_on_phone,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,90,25607,25695,talking_on_phone,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,90,25695,25785,talking_on_phone,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,90,25785,25847,talking_on_phone,3
1,vp1/run1b_2018-05-29-14-02-47.ids_2,91,25847,25872,interacting_with_phone,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,92,25872,25962,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,92,25962,25988,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,93,26322,26412,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,93,26412,26424,pressing_automation_button,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,94,26515,26532,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,95,26532,26560,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,96,26562,26620,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,98,26623,26674,opening_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,99,26674,26764,drinking,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,99,26764,26834,drinking,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,100,26834,26925,closing_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,100,26925,27015,closing_bottle,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,101,27015,27075,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,102,27075,27162,preparing_food,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,102,27162,27251,preparing_food,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,102,27251,27341,preparing_food,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,102,27341,27416,preparing_food,3
1,vp1/run1b_2018-05-29-14-02-47.ids_2,103,27416,27478,eating,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,104,27802,27894,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,104,27894,27903,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,105,27903,27994,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,105,27994,28084,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,105,28084,28089,placing_an_object,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,106,28171,28261,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,106,28261,28281,pressing_automation_button,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,107,28281,28373,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,107,28373,28392,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,108,28392,28456,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,109,28456,28487,preparing_food,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,110,28487,28576,eating,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,110,28576,28667,eating,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,110,28667,28726,eating,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,111,28812,28872,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,112,28872,28942,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,113,28942,29011,opening_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,114,29011,29099,drinking,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,114,29099,29155,drinking,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,115,29155,29227,closing_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,116,29227,29265,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,117,29265,29307,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,118,29398,29486,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,118,29664,29718,sitting_still,4
1,vp1/run1b_2018-05-29-14-02-47.ids_2,119,29722,29811,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,29813,29903,reading_magazine,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,29903,29994,reading_magazine,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,29994,30087,reading_magazine,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,30087,30174,reading_magazine,3
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,30174,30264,reading_magazine,4
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,30264,30353,reading_magazine,5
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,30353,30444,reading_magazine,6
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,30444,30534,reading_magazine,7
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,30534,30625,reading_magazine,8
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,30625,30716,reading_magazine,9
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,30716,30805,reading_magazine,10
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,30805,30894,reading_magazine,11
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,30894,30982,reading_magazine,12
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,30982,31070,reading_magazine,13
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,31070,31161,reading_magazine,14
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,31161,31251,reading_magazine,15
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,31251,31339,reading_magazine,16
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,31339,31430,reading_magazine,17
1,vp1/run1b_2018-05-29-14-02-47.ids_2,120,31430,31497,reading_magazine,18
1,vp1/run1b_2018-05-29-14-02-47.ids_2,121,31498,31544,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,122,31544,31606,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,123,31606,31697,writing,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,123,31697,31787,writing,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,123,31787,31875,writing,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,123,31875,31966,writing,3
1,vp1/run1b_2018-05-29-14-02-47.ids_2,123,31966,32056,writing,4
1,vp1/run1b_2018-05-29-14-02-47.ids_2,123,32056,32103,writing,5
1,vp1/run1b_2018-05-29-14-02-47.ids_2,124,32194,32209,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,125,32211,32279,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,126,32279,32357,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,130,33738,33803,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,131,33924,34003,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,133,35286,35377,sitting_still,7
1,vp1/run1b_2018-05-29-14-02-47.ids_2,133,35377,35467,sitting_still,8
1,vp1/run1b_2018-05-29-14-02-47.ids_2,133,35467,35490,sitting_still,9
1,vp1/run1b_2018-05-29-14-02-47.ids_2,134,35490,35579,unfastening_seat_belt,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,134,35579,35591,unfastening_seat_belt,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,135,35591,35682,taking_off_jacket,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,135,35682,35772,taking_off_jacket,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,135,35772,35863,taking_off_jacket,2
1,vp1/run1b_2018-05-29-14-02-47.ids_2,135,35863,35943,taking_off_jacket,3
1,vp1/run1b_2018-05-29-14-02-47.ids_2,136,35943,36013,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,137,36013,36103,fastening_seat_belt,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,137,36103,36126,fastening_seat_belt,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,138,36126,36187,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,139,36632,36723,sitting_still,5
1,vp1/run1b_2018-05-29-14-02-47.ids_2,139,36813,36904,sitting_still,7
1,vp1/run1b_2018-05-29-14-02-47.ids_2,140,36981,37056,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,141,37352,37443,unfastening_seat_belt,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,141,37443,37473,unfastening_seat_belt,1
1,vp1/run1b_2018-05-29-14-02-47.ids_2,142,37473,37523,opening_door_inside,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,143,37523,37593,exiting_car,0
1,vp1/run1b_2018-05-29-14-02-47.ids_2,144,37593,37637,closing_door_outside,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,0,106,147,opening_door_outside,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,1,147,217,entering_car,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,2,217,243,closing_door_inside,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,3,243,333,fastening_seat_belt,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,3,333,368,fastening_seat_belt,1
1,vp1/run2_2018-05-29-14-33-44.ids_2,4,377,399,using_multimedia_display,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,5,1351,1386,using_multimedia_display,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,6,6840,6845,pressing_automation_button,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,7,6893,6915,using_multimedia_display,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,8,6941,7030,sitting_still,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,8,7298,7391,sitting_still,4
1,vp1/run2_2018-05-29-14-33-44.ids_2,9,8683,8699,pressing_automation_button,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,10,8989,9049,unfastening_seat_belt,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,11,9051,9139,fetching_an_object,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,11,9139,9226,fetching_an_object,1
1,vp1/run2_2018-05-29-14-33-44.ids_2,11,9226,9265,fetching_an_object,2
1,vp1/run2_2018-05-29-14-33-44.ids_2,12,9265,9352,putting_on_jacket,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,12,9352,9441,putting_on_jacket,1
1,vp1/run2_2018-05-29-14-33-44.ids_2,12,9441,9490,putting_on_jacket,2
1,vp1/run2_2018-05-29-14-33-44.ids_2,13,9490,9581,fastening_seat_belt,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,13,9581,9615,fastening_seat_belt,1
1,vp1/run2_2018-05-29-14-33-44.ids_2,14,9620,9641,using_multimedia_display,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,15,9759,9849,sitting_still,1
1,vp1/run2_2018-05-29-14-33-44.ids_2,15,9849,9940,sitting_still,2
1,vp1/run2_2018-05-29-14-33-44.ids_2,15,10213,10303,sitting_still,6
1,vp1/run2_2018-05-29-14-33-44.ids_2,15,10843,10934,sitting_still,13
1,vp1/run2_2018-05-29-14-33-44.ids_2,15,11386,11477,sitting_still,19
1,vp1/run2_2018-05-29-14-33-44.ids_2,16,12743,12834,fetching_an_object,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,16,12834,12850,fetching_an_object,1
1,vp1/run2_2018-05-29-14-33-44.ids_2,17,12850,12941,putting_on_sunglasses,0
1,vp1/run2_2018-05-29-14-33-44.ids_2,17,12941,13030,putting_on_sunglasses,1
